date_time;nox;no2;no;siteid;pm10;nvpm10;vpm10;nvpm25;pm25;vpm25;co;o3;so2;temp;rh;press;location;geo_point_2d;datestart;dateend;current;instrumenttype
2020-10-26T12:00:00+00:00;40.9504;24.7401;10.5721;500;22.223;;;;;;;;;11.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-26T15:00:00+00:00;40.697;29.31;7.4264;500;21.256;;;;;;;;;10.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-28T03:00:00+00:00;3.6997;3.2025;0.3243;500;12.561;;;;;;;;;7.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-28T09:00:00+00:00;38.163;26.0301;7.9129;500;20.29;;;;;;;;;10.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-28T23:00:00+00:00;9.9335;8.7898;0.7459;500;22.223;;;;;;;;;8.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-29T02:00:00+00:00;4.8654;3.7715;0.7135;500;15.459;;;;;;;;;8.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-29T03:00:00+00:00;4.0545;3.8059;0.1621;500;19.324;;;;;;;;;9.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-30T06:00:00+00:00;15.9646;12.4838;2.2701;500;12.561;;;;;;;;;13.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-30T12:00:00+00:00;56.4082;38.1094;11.9342;500;6.763;;;;;;;;;14.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-31T07:00:00+00:00;7.0447;6.0005;0.681;500;13.527;;;;;;;;;13.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-10-31T08:00:00+00:00;10.0349;8.2945;1.135;500;10.628;;;;;;;;;13.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-01T07:00:00+00:00;12.3155;8.7851;2.3025;500;;;;;;;;;;14.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-01T16:00:00+00:00;27.4186;14.689;8.302;500;;;;;;;;;;15.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-02T01:00:00+00:00;1.5711;1.223;0.227;500;;;;;;;;;;15.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-02T08:00:00+00:00;28.6349;19.7341;5.8049;500;;;;;;;;;;11.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-02T15:00:00+00:00;31.5237;21.3798;6.6157;500;19.324;;;;;;;;;9.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-02T21:00:00+00:00;46.9815;34.7989;7.9453;500;22.223;;;;;;;;;7.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-03T08:00:00+00:00;87.2731;56.0955;20.3335;500;11.594;;;;;;;;;6.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-03T11:00:00+00:00;32.6387;20.9534;7.621;500;10.628;;;;;;;;;9.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-03T18:00:00+00:00;67.8622;56.0276;7.7183;500;18.358;;;;;;;;;6.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-03T23:00:00+00:00;274.6417;77.7804;128.3896;500;29.952;;;;;;;;;4.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-04T07:00:00+00:00;478.7858;91.5772;252.5308;500;24.155;;;;;;;;;1.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-04T11:00:00+00:00;260.0962;88.3958;111.9801;500;37.682;;;;;;;;;8.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-04T13:00:00+00:00;182.6552;76.2437;69.3998;500;29.952;;;;;;;;;9.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-04T14:00:00+00:00;135.9271;61.4391;48.5798;500;29.952;;;;;;;;;9.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-05T06:00:00+00:00;361.8641;63.9119;194.3194;500;29.952;;;;;;;;;2.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-05T07:00:00+00:00;176.2187;38.2318;89.9927;500;33.817;;;;;;;;;0.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-05T11:00:00+00:00;305.8107;89.3577;141.1669;500;37.682;;;;;;;;;3.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-06T09:00:00+00:00;263.5932;80.4063;119.4714;500;62.803;;;;;;;;;3.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-06T16:00:00+00:00;233.2351;84.259;97.1597;500;51.209;;;;;;;;;6.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-06T20:00:00+00:00;155.4394;74.3876;52.8606;500;47.344;;;;;;;;;6.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T00:00:00+00:00;68.3859;46.7721;14.0961;500;37.682;;;;;;;;;5.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T05:00:00+00:00;54.8878;36.9868;11.6747;500;42.513;;;;;;;;;7.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T13:00:00+00:00;90.2126;38.6478;33.6297;500;35.749;;;;;;;;;9.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T18:00:00+00:00;201.8127;63.627;90.1224;500;68.6;;;;;;;;;9.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T21:00:00+00:00;139.2721;55.3363;54.7415;500;64.735;;;;;;;;;8.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T22:00:00+00:00;133.7478;52.9944;52.666;500;57.972;;;;;;;;;8.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-07T23:00:00+00:00;97.8655;46.3504;33.5973;500;52.175;;;;;;;;;7.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-08T08:00:00+00:00;81.5461;33.6112;31.2623;500;32.851;;;;;;;;;11.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-08T09:00:00+00:00;199.1266;49.4544;97.6137;500;35.749;;;;;;;;;11.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-08T17:00:00+00:00;131.8726;62.6057;45.1747;500;23.189;;;;;;;;;10.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-09T11:00:00+00:00;38.4671;22.8037;10.2154;500;16.425;;;;;;;;;13.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-09T13:00:00+00:00;63.4022;31.2302;20.9821;500;22.223;;;;;;;;;12.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-10T11:00:00+00:00;58.4537;33.7537;16.1089;500;19.324;;;;;;;;;11.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-11T02:00:00+00:00;36.4044;32.4886;2.5539;500;13.527;;;;;;;;;9.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-11T09:00:00+00:00;34.2873;30.3715;2.5539;500;15.459;;;;;;;;;11.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-11T20:00:00+00:00;9.4497;8.044;0.9168;500;8.696;;;;;;;;;12.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-12T03:00:00+00:00;3.4597;3.4095;0.0327;500;10.628;;;;;;;;;9.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-12T16:00:00+00:00;48.0229;30.1506;11.656;500;19.324;;;;;;;;;9.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-13T00:00:00+00:00;17.3502;17.0155;0.2183;500;16.425;;;;;;;;;10.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-13T07:00:00+00:00;49.7269;40.5899;5.959;500;9.662;;;;;;;;;9.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-13T09:00:00+00:00;75.1326;49.2278;16.8947;500;11.594;;;;;;;;;10.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-14T14:00:00+00:00;15.9044;10.5326;3.5034;500;17.392;;;;;;;;;13.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-14T16:00:00+00:00;11.1021;8.8429;1.4734;500;7.73;;;;;;;;;13.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T03:00:00+00:00;3.4597;3.0581;0.2619;500;10.628;;;;;;;;;11.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T04:00:00+00:00;2.1688;2.3194;-0.0982;500;10.628;;;;;;;;;11.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T07:00:00+00:00;6.6096;5.1537;0.9495;500;15.459;;;;;;;;;11.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T08:00:00+00:00;11.0504;9.0925;1.2769;500;10.628;;;;;;;;;9.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T12:00:00+00:00;8.4686;6.4102;1.3424;500;8.696;;;;;;;;;9.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T13:00:00+00:00;9.5013;6.8907;1.7026;500;5.797;;;;;;;;;9.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-15T14:00:00+00:00;14.82;10.9543;2.5211;500;10.628;;;;;;;;;8.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-16T02:00:00+00:00;2.2721;1.7198;0.3602;500;16.425;;;;;;;;;10.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-16T03:00:00+00:00;3.9761;3.3737;0.3929;500;18.358;;;;;;;;;9.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-16T14:00:00+00:00;32.3767;25.1475;4.7148;500;19.324;;;;;;;;;10.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-16T23:00:00+00:00;4.7507;4.098;0.4256;500;13.527;;;;;;;;;10.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-17T11:00:00+00:00;23.0303;18.261;3.1105;500;12.561;;;;;;;;;12.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-17T14:00:00+00:00;23.2885;18.469;3.1432;500;11.594;;;;;;;;;12.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-17T18:00:00+00:00;47.9196;30.5493;11.3286;500;20.29;;;;;;;;;10.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-18T03:00:00+00:00;3.2532;2.7009;0.3602;500;20.29;;;;;;;;;10.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-18T07:00:00+00:00;55.9234;33.1814;14.832;500;24.155;;;;;;;;;11.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-18T09:00:00+00:00;44.9763;26.7525;11.8852;500;29.952;;;;;;;;;12.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-18T18:00:00+00:00;23.5467;18.5766;3.2414;500;22.223;;;;;;;;;8.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-19T01:00:00+00:00;2.3409;1.7385;0.3929;500;18.358;;;;;;;;;8.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-19T02:00:00+00:00;3.7695;3.2173;0.3602;500;22.223;;;;;;;;;8.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-19T08:00:00+00:00;50.6048;34.2887;10.641;500;8.696;;;;;;;;;7.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-20T01:00:00+00:00;260.0618;59.9019;130.5409;500;18.358;;;;;;;;;3.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-20T09:00:00+00:00;77.0738;46.6507;19.8414;500;15.459;;;;;;;;;7.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-20T11:00:00+00:00;37.791;28.1018;6.3191;500;;;;;;;;;;8.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-20T18:00:00+00:00;23.0227;20.0607;1.9318;500;8.696;;;;;;;;;9.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-21T03:00:00+00:00;2.3371;1.9354;0.2619;500;8.696;;;;;;;;;9.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-21T04:00:00+00:00;2.6354;2.2338;0.2619;500;5.797;;;;;;;;;8.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-21T07:00:00+00:00;15.0667;11.1508;2.5539;500;15.459;;;;;;;;;7.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-21T16:00:00+00:00;16.7573;14.8998;1.2114;500;5.797;;;;;;;;;10.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-21T23:00:00+00:00;6.5637;6.1621;0.2619;500;11.594;;;;;;;;;10.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T00:00:00+00:00;5.967;5.4984;0.3056;500;6.763;;;;;;;;;10.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T05:00:00+00:00;55.7914;32.8988;14.9302;500;10.628;;;;;;;;;6.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T08:00:00+00:00;144.65;51.1216;60.9977;500;10.628;;;;;;;;;5.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T10:00:00+00:00;142.4124;52.1974;58.8367;500;9.662;;;;;;;;;4.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T11:00:00+00:00;97.6102;45.4993;33.9858;500;15.459;;;;;;;;;4.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T13:00:00+00:00;33.9124;25.2273;5.6643;500;15.459;;;;;;;;;4.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T17:00:00+00:00;91.8421;58.206;21.9369;500;29.952;;;;;;;;;4.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-22T21:00:00+00:00;249.52;64.7725;120.4892;500;39.614;;;;;;;;;4.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-23T02:00:00+00:00;109.7431;34.4384;49.1124;500;30.918;;;;;;;;;3.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-23T05:00:00+00:00;194.2259;43.1144;98.5523;500;26.087;;;;;;;;;3.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-23T07:00:00+00:00;386.2638;87.254;195.0091;500;27.054;;;;;;;;;3.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-23T20:00:00+00:00;24.2161;17.8905;4.1254;500;8.696;;;;;;;;;9.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-24T03:00:00+00:00;4.7239;3.4186;0.8513;500;10.628;;;;;;;;;8.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-24T23:00:00+00:00;21.1331;15.912;3.4051;500;17.392;;;;;;;;;10.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T06:00:00+00:00;26.1553;21.5367;3.0122;500;11.594;;;;;;;;;10.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T07:00:00+00:00;55.1947;36.8204;11.9834;500;20.29;;;;;;;;;10.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T08:00:00+00:00;107.6049;50.775;37.0635;500;13.527;;;;;;;;;9.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T14:00:00+00:00;175.5292;62.9738;73.4067;500;33.817;;;;;;;;;8.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T16:00:00+00:00;150.1695;77.2244;47.5736;500;27.054;;;;;;;;;6.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T21:00:00+00:00;419.8282;78.0453;222.905;500;54.107;;;;;;;;;3.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-25T22:00:00+00:00;467.1664;73.0216;257.0545;500;52.175;;;;;;;;;3.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-26T05:00:00+00:00;218.7403;45.1881;113.1878;500;19.324;;;;;;;;;1.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-26T18:00:00+00:00;606.3466;104.968;326.9906;500;75.364;;;;;;;;;2.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-27T00:00:00+00:00;313.2675;56.6961;167.3315;500;36.716;;;;;;;;;2.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-28T11:00:00+00:00;232.7627;57.7546;114.1373;500;54.107;;;;;;;;;9.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-29T10:00:00+00:00;97.8588;41.5811;36.7034;500;37.682;;;;;;;;;4.8;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-29T16:00:00+00:00;155.0426;59.9578;62.0126;500;50.242;;;;;;;;;4.9;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-29T21:00:00+00:00;108.5994;52.4221;36.6379;500;55.073;;;;;;;;;4.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-30T00:00:00+00:00;59.67;42.2662;11.3504;500;20.29;;;;;;;;;4.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-30T05:00:00+00:00;28.0946;22.9739;3.3396;500;21.256;;;;;;;;;4.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-30T16:00:00+00:00;37.4429;26.9003;6.8757;500;27.054;;;;;;;;;8.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-11-30T20:00:00+00:00;26.7023;21.7824;3.2087;500;8.696;;;;;;;;;8.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-01T03:00:00+00:00;13.2766;10.6158;1.7353;500;21.256;;;;;;;;;3.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-01T11:00:00+00:00;118.3455;48.9648;45.2489;500;43.479;;;;;;;;;5.7;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-01T14:00:00+00:00;134.0586;59.3563;48.7195;500;42.513;;;;;;;;;5.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-01T17:00:00+00:00;113.7211;64.2208;32.2832;500;33.817;;;;;;;;;3.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-01T18:00:00+00:00;111.384;64.8457;30.3515;500;37.682;;;;;;;;;3.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-02T03:00:00+00:00;224.5084;49.5505;114.1046;500;31.885;;;;;;;;;2.3;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-02T04:00:00+00:00;241.6138;51.9464;123.6979;500;36.716;;;;;;;;;2.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-02T05:00:00+00:00;329.4778;57.9793;177.0667;500;32.851;;;;;;;;;2.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-02T20:00:00+00:00;55.9903;46.753;6.0245;500;24.155;;;;;;;;;4.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-03T08:00:00+00:00;84.0353;47.638;23.7377;500;7.73;;;;;;;;;6.0;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-03T11:00:00+00:00;92.041;52.8323;25.5712;500;7.73;;;;;;;;;6.5;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-03T13:00:00+00:00;51.714;35.147;10.8047;500;7.73;;;;;;;;;6.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-04T06:00:00+00:00;36.0506;24.2529;7.6943;500;6.763;;;;;;;;;3.6;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-04T10:00:00+00:00;56.8357;36.8548;13.0312;500;18.358;;;;;;;;;4.1;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-06T06:00:00+00:00;96.6654;37.4257;38.6351;500;23.189;;;;;;;;;1.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-06T18:00:00+00:00;178.6122;64.9021;74.1598;500;28.02;;;;;;;;;3.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-06T19:00:00+00:00;95.2731;54.3576;26.6844;500;28.986;;;;;;;;;3.2;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-07T03:00:00+00:00;27.6968;21.07;4.3219;500;20.29;;;;;;;;;0.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
2020-12-07T05:00:00+00:00;69.5156;35.1264;22.428;500;22.223;;;;;;;;;-0.4;;;Temple Way;51.4579497129,-2.58398909033;2017-08-01T00:00:00+00:00;;True;Continuous (Reference)
